"ID","Player","Team","Position","Rookie","RkOv","Status","Age","Opponent","Salary","Contract","Score","FG%","3PTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*027p5*","Donatas Motiejunas","(N/A)","PF,F,C","","1365","FA","35","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04fj7*","Johnathan Motley","(N/A)","SF,PF,F","","1366","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05r1s*","Trey Mourning","(N/A)","PF,F","","1367","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03acz*","Emmanuel Mudiay","(N/A)","PG,G","","1368","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031m1*","Shabazz Muhammad","(N/A)","SG,G,SF,F","","1369","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059ft*","Mychal Mulder","(N/A)","PG,G","","1370","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qz5*","Ade Murkey","(N/A)","PG,SG,G","","1371","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06moc*","Grayson Murphy","(N/A)","PG,SG,G","","1372","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059cx*","Jordan Murphy","(N/A)","SG,G","","1373","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0723j*","Matthew Murrell","(N/A)","PG,SG,G","","1374","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qs6*","Dzanan Musa","(N/A)","SF,F","","1375","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042oh*","Abdel Nader","(N/A)","SF,PF,F","","1376","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06vy0*","Eli John Ndiaye","(N/A)","PF,F","","1377","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*076u9*","Izaiyah Nelson","ORL","PF,F","R","1378","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06moh*","Jameer Nelson","(N/A)","PG,SG,G","","1379","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05wqk*","RJ Nembhard","(N/A)","SG,G","","1380","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031mx*","Raul Neto","(N/A)","PG,G","","1381","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03llw*","Malik Newman","(N/A)","PG,SG,G","","1382","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*076tx*","Narcisse Ngoy","LAC","C","R","1383","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042o9*","Georges Niang","GS","PF,F","","1384","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06va2*","Saliou Niang","(N/A)","SF,PF,F","","1385","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06moy*","Joirdon Nicholas","(N/A)","SF,PF,F","","1386","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05vyx*","Daishen Nix","(N/A)","PG,G","","1388","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cbj*","James Nnaji","(N/A)","C","","1389","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04lbv*","Landry Nnoko","(N/A)","C","","1390","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031lt*","Nerlens Noel","(N/A)","C","","1391","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06eoe*","Obadiah Noel","(N/A)","SG,G","","1392","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031m3*","Lucas Nogueira","(N/A)","PF,F,C","","1393","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06hhm*","Landers Nolley","(N/A)","SG,G","","1394","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cp3*","Miles Norris","(N/A)","PF,F","","1395","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0522v*","Zach Norvell","(N/A)","SG,G","","1396","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051pn*","Jaylen Nowell","(N/A)","SG,G","","1397","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cer*","Markquis Nowell","(N/A)","PG,SG,G","","1398","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04416*","Frank Ntilikina","(N/A)","PG,G","","1399","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mli*","Juan Nunez","(N/A)","PG,SG,G","","1400","FA","22","","1,500,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xgj*","Kendrick Nunn","(N/A)","PG,G","","1401","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0393n*","James Nunnally","(N/A)","SF,F","","1402","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04aqo*","David Nwaba","(N/A)","SF,F","","1403","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qt6*","Jordan Nwora","(N/A)","SF,F","","1404","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0622h*","Yannick Nzosa","(N/A)","C","","1405","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03siq*","JJ O'Brien","(N/A)","SF,F","","1406","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03e72*","Johnny O'Bryant III","(N/A)","PF,F","","1407","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0484a*","Daniel Ochefu","(N/A)","C","","1411","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06669*","Alex O'Connell","(N/A)","PG,SG,G","","1408","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059il*","Norense Odiase","(N/A)","C","","1412","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ex0*","Semi Ojeleye","(N/A)","SF,PF,F","","1413","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03ad1*","Jahlil Okafor","(N/A)","C","","1414","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051ow*","Chuma Okeke","(N/A)","PF,F","","1415","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*076uh*","AK Okereke","LAL","SF,PF,F","R","1416","FA","0","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qs8*","Elie Okobo","(N/A)","PG,G","","1417","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051pc*","KZ Okpala","(N/A)","PF,F","","1419","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031lp*","Victor Oladipo","(N/A)","SG,G","","1421","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mob*","Quincy Olivari","(N/A)","PG,G","","1422","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04fj9*","Cameron Oliver","(N/A)","SF,PF,F","","1423","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uuo*","Eugene Omoruyi","(N/A)","SF,F","","1424","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xic*","Nuni Omot","(N/A)","SF,F","","1425","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06239*","Shareef O'Neal","(N/A)","PF,F","","1409","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06hie*","Nick Ongenda","(N/A)","C","","1426","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051q2*","Miye Oni","(N/A)","SG,G","","1427","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05ux2*","EJ Onu","(N/A)","PF,F","","1428","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042nx*","Chinanu Onuaku","(N/A)","PF,F,C","","1429","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02ngd*","Kyle O'Quinn","(N/A)","PF,F,C","","1410","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06prm*","Gabe Osabuohien","(N/A)","SF,PF,F","","1431","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031n1*","Romero Osby","(N/A)","SF,PF,F","","1432","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03r7m*","Cedi Osman","(N/A)","SF,F","","1433","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05que*","Daniel Oturu","(N/A)","C","","1434","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04hon*","Yakuba Ouattara","(N/A)","SG,G","","1435","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059im*","Tariq Owens","(N/A)","PF,F","","1437","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05ybc*","Jaysean Paige","(N/A)","PG,G","","1438","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042oe*","Marcus Paige","(N/A)","PG,G","","1439","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059qa*","James Palmer Jr.","(N/A)","SG,G","","1440","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05yaa*","Trayvon Palmer","(N/A)","SG,G","","1441","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05wn0*","Kevin Pangos","(N/A)","SG,G","","1442","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042n9*","Georgios Papagiannis","(N/A)","C","","1443","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02ngc*","Kostas Papanikolaou","(N/A)","SF,PF,F","","1444","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02v2t*","Jabari Parker","(N/A)","SF,PF,F","","1445","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051pl*","Eric Paschall","(N/A)","PF,F","","1446","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ewp*","Anzejs Pasecniks","(N/A)","C","","1447","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qzb*","Devonte Patterson","(N/A)","SF,F","","1448","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04ewh*","Justin Patton","(N/A)","C","","1449","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03e6m*","Elfrid Payton","(N/A)","PG,G","","1450","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04l1u*","L.J. Peak","(N/A)","SG,G","","1451","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04vyd*","Norvel Pelle","(N/A)","C","","1453","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mnq*","Drew Pember","(N/A)","SF,PF,F","","1454","FA","22","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06kxd*","Maozinha Pereira","(N/A)","SF,F","","1455","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059fw*","Josh Perkins","(N/A)","PG,G","","1456","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04k4q*","London Perrantes","(N/A)","PG,G","","1457","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qsz*","Reggie Perry","(N/A)","PF,F","","1458","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04exh*","Alec Peters","(N/A)","PF,F","","1459","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059cm*","Lamar Peters","(N/A)","PG,G","","1460","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05ujo*","Filip Petrusev","(N/A)","PF,F,C","","1462","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xog*","John Petty","(N/A)","SG,G","","1463","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04zi8*","Tarik Phillip","(N/A)","PG,G","","1464","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05wvv*","Jamorko Pickett","(N/A)","SF,F","","1466","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*076u5*","Jaron Pierre","NO","SG,G","R","1467","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*07235*","Jonathan Pierre","(N/A)","SF,PF,F","","1468","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0665c*","Nate Pierre-Louis","(N/A)","SF,PF,F","","1469","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*055ol*","Isaiah Pineiro","(N/A)","SG,G","","1470","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04uq6*","Theo Pinson","(N/A)","SG,G","","1471","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059vm*","Kavion Pippen","(N/A)","C","","1472","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*043i5*","Marshall Plumlee","(N/A)","C","","1473","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03r86*","Sir'Dominic Pointer","(N/A)","SF,F","","1474","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*052h2*","Vincent Poirier","(N/A)","C","","1475","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qud*","Aleksej Pokusevski","(N/A)","PF,F","","1476","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06psv*","Tyler Polley","(N/A)","SF,F","","1477","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059fz*","Shamorie Ponds","(N/A)","PG,G","","1478","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uum*","Yves Pons","(N/A)","SF,F","","1479","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05gwp*","Jontay Porter","(N/A)","PF,F,C","","1480","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031lq*","Otto Porter","(N/A)","SF,F","","1481","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06gnp*","Justin Powell","(N/A)","SG,G","","1482","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qsv*","Myles Powell","(N/A)","PG,SG,G","","1483","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*047j6*","Alex Poythress","(N/A)","SF,F","","1484","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04rvz*","Billy Preston","(N/A)","SF,PF,F","","1485","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uj7*","Jason Preston","(N/A)","PG,G","","1486","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mnt*","Charles Pride","(N/A)","PG,SG,G","","1487","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uim*","Joshua Primo","(N/A)","SG,G,SF,F","","1488","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0621z*","Gabriele Procida","(N/A)","SG,G","","1489","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042o2*","Zhou Qi","(N/A)","PF,F","","1490","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*044tf*","Tim Quarterman","(N/A)","PG,G","","1492","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qtg*","Trevelin Queen","(N/A)","SG,G","","1493","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0623c*","Lester Quinones","(N/A)","SG,G","","1494","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03llv*","Ivan Rabb","(N/A)","PF,F","","1495","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xo8*","Brandon Rachal","(N/A)","SG,G","","1496","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06moj*","Tyrece Radford","(N/A)","PG,G","","1497","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03r8a*","Nikola Radicevic","DEN","PG,G","","1498","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qtx*","Jahmi'us Ramsey","(N/A)","SG,G","","1499","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*045gs*","Chasson Randle","(N/A)","PG,G","","1500","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03wp0*","Levi Randolph","(N/A)","SG,G","","1501","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04k0r*","Xavier Rathan-Mayes","(N/A)","PG,G","","1502","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*055ok*","Josh Reaves","(N/A)","SG,G","","1503","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051oq*","Cam Reddish","(N/A)","SG,G,SF,F","","1504","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04eww*","Davon Reed","(N/A)","SG,G","","1505","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02x6i*","Willie Reed","(N/A)","PF,F,C","","1507","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06pvu*","Alex Reese","(N/A)","PF,F","","1508","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0664x*","A.J. Reeves","(N/A)","PG,SG,G","","1509","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xkz*","Nate Renfro","(N/A)","SF,F","","1510","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xl8*","Cameron Reynolds","(N/A)","SG,G,SF,F","","1511","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*063d0*","Jared Rhoden","(N/A)","SG,G","","1512","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cem*","Sir'Jabari Rice","(N/A)","SG,G","","1513","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03r7u*","Josh Richardson","(N/A)","PG,SG,G","","1514","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*042nh*","Malachi Richardson","(N/A)","SG,G","","1515","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qtp*","Grant Riller","(N/A)","PG,G","","1516","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02nfa*","Austin Rivers","(N/A)","SG,G","","1517","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06hil*","Liam Robbins","(N/A)","SF,PF,F,C","","1518","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*031md*","Andre Roberson","(N/A)","SG,G,SF,F","","1519","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06hrv*","Nate Roberts","(N/A)","C","","1520","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04hop*","Devin Robinson","(N/A)","SG,G,SF,F","","1521","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06prj*","Galen Robinson","(N/A)","PG,G","","1522","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03aqc*","Glenn Robinson","(N/A)","SG,G,SF,F","","1523","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qrq*","Jerome Robinson","(N/A)","SG,G","","1524","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*056ap*","Justin Robinson","(N/A)","PG,G","","1525","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051pp*","Isaiah Roby","(N/A)","PF,F","","1526","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0723i*","DJ Rodman","(N/A)","PG,SG,G,SF,PF,F","","1527","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mo8*","Jackson Rowe","(N/A)","PF,F","","1528","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03nwl*","Terry Rozier","MIA","PG,G","","1529","FA","32","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mo9*","Mantas Rubstavicius","(N/A)","PG,G","","1530","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xco*","Matt Ryan","(N/A)","SF,F","","1531","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06moz*","Neal Sako","(N/A)","C","","1532","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051oz*","Luka Samanic","(N/A)","PF,F","","1533","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xm0*","Brandon Sampson","(N/A)","PG,G","","1534","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03ku5*","JaKarr Sampson","(N/A)","SF,F","","1535","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*071oo*","Tyrese Samuel","(N/A)","SF,PF,F","","1536","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0666c*","Jermaine Samuels","(N/A)","SF,F","","1537","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06cek*","Adama Sanogo","(N/A)","C","","1538","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04qsl*","Issuf Sanon","(N/A)","PG,G","","1539","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02nfw*","Tomas Satoransky","(N/A)","SG,G","","1540","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05x7g*","Jordan Schakel","(N/A)","SF,F","","1542","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051pm*","Admiral Schofield","(N/A)","PF,F","","1543","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059xh*","Mike Scott","(N/A)","PG,G","","1544","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03wou*","Shannon Scott","(N/A)","SG,G","","1545","FA","33","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qsy*","Jay Scrubb","(N/A)","SG,G","","1546","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0623k*","Dereon Seabron","(N/A)","SG,G","","1547","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03byj*","Wayne Selden Jr.","(N/A)","SG,G","","1548","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*076ur*","Jaylin Sellers","CHI","PG,G","R","1549","FA","23","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qyy*","Nate Sestina","(N/A)","SF,F","","1550","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0729d*","Steve Settle","(N/A)","SF,PF,F","","1551","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0663t*","Jaden Shackelford","(N/A)","PG,SG,G","","1552","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06nz5*","Jamarion Sharp","LAC","C","","1554","FA","25","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051py*","Marial Shayok","(N/A)","SG,G,SF,F","","1555","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*02ngi*","Tornike Shengelia","(N/A)","SF,PF,F","","1556","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*059g5*","Simi Shittu","(N/A)","PF,F,C","","1557","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05xp4*","Devontae Shuler","(N/A)","PG,G","","1558","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*0723k*","Christian Shumate","(N/A)","SF,PF,F","","1559","FA","24","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*027p1*","Iman Shumpert","(N/A)","SG,G,SF,F","","1560","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03wox*","Jordan Sibert","(N/A)","SG,G","","1561","FA","34","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*052c5*","Chris Silva","(N/A)","PF,F","","1562","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03lg1*","Ben Simmons","SAC","PG,SG,G","","1563","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03se0*","Jonathon Simmons","(N/A)","SG,G,SF,F","","1564","FA","36","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04is8*","Kobi Simmons","(N/A)","PG,G","","1565","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uw9*","Aamir Simms","(N/A)","PF,F","","1566","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*03lgl*","Justin Simon","(N/A)","SG,G","","1567","FA","30","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qsm*","Marko Simonovic","(N/A)","C","","1568","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05qtz*","Zavier Simpson","(N/A)","PG,G","","1569","FA","29","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*064s6*","Jaylen Sims","(N/A)","PG,SG,G","","1570","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051ph*","Deividas Sirvydis","(N/A)","SG,G","","1571","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06iei*","Dmytro Skapintsev","(N/A)","C","","1572","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*06mnv*","Brandon Slater","(N/A)","SF,PF,F","","1573","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*051pj*","Alen Smailagic","(N/A)","PF,F","","1574","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05wqq*","Javonte Smart","(N/A)","PG,G","","1575","FA","27","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*05uuk*","Chris Smith","(N/A)","PG,SG,G,PF,F","","1577","FA","26","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*049s5*","Dennis Smith","(N/A)","PG,G","","1578","FA","28","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
"*04xbb*","Scoochie Smith","(N/A)","SG,G","","1579","FA","31","","1,000,000","MIN","0","0","0","0","0","0","0","0","0","0"
