"ID","Player","Team","Position","Rookie","RkOv","Status","Age","Opponent","Salary","Contract","Score","FG%","3PTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*04ewt*","Derrick White","BOS","PG,SG,G","","2","FA","32","@DET Tue 12:00PM","1,000,000","MIN","98.93",".394","2.7",".902","16.5","4.4","5.4","1.1","1.3","1.7"
"*04ewf*","Bam Adebayo","MIA","PF,F,C","","7","FA","29","","1,000,000","MIN","95.86",".442","1.7",".778","20.1","10.0","3.2","1.2","0.7","1.6"
"*04qrn*","Mikal Bridges","NY","SG,G,SF,PF,F","","12","FA","30","PHI Tue 4:00PM","1,000,000","MIN","94.09",".490","1.9",".827","14.4","3.8","3.7","1.3","0.8","1.0"
"*04ewe*","Donovan Mitchell","CLE","PG,SG,G","","16","FA","29","","1,000,000","MIN","92.6",".483","3.2",".865","27.9","4.5","5.7","1.5","0.3","2.8"
"*06212*","Jabari Smith","HOU","SF,PF,F,C","","19","FA","23","","1,000,000","MIN","92.09",".450","2.3",".775","15.8","6.9","1.9","0.7","0.9","1.4"
"*01eo6*","James Harden","CLE","PG,SG,G","","25","FA","37","","1,000,000","MIN","90.98",".434","3.1",".884","23.6","4.8","8.0","1.1","0.4","3.5"
"*06211*","Chet Holmgren","OKC","PF,F,C","","37","FA","24","@SA Tue 6:30PM","1,000,000","MIN","88.51",".557","1.3",".792","17.1","8.9","1.7","0.6","1.9","1.6"
"*04qru*","Donte DiVincenzo","MIN","PG,SG,G","","42","FA","29","","1,000,000","MIN","88.15",".406","3.0",".743","12.2","4.1","3.8","1.3","0.4","1.4"
"*04qrp*","Miles Bridges","PHO","SF,PF,F","","43","FA","28","","1,000,000","MIN","87.65",".460","1.9",".822","17.1","5.8","3.2","0.6","0.4","1.4"
"*031lx*","CJ McCollum","ATL","PG,SG,G","","50","FA","34","","1,000,000","MIN","86.47",".455","2.5",".772","18.7","3.3","3.9","0.8","0.5","1.8"
"*05qt0*","Saddiq Bey","NO","SF,PF,F","","51","FA","27","","1,000,000","MIN","86.3",".451","2.1",".841","17.7","5.6","2.5","0.9","0.1","0.9"
"*03ad2*","Myles Turner","MIL","C","","52","FA","30","","1,000,000","MIN","86.16",".440","2.1",".740","11.9","5.3","1.5","0.7","1.6","1.2"
"*06210*","Paolo Banchero","ORL","PF,F","","53","FA","23","","1,000,000","MIN","85.61",".459","1.2",".775","22.2","8.4","5.2","0.7","0.6","3.1"
"*04qsa*","Jalen Brunson","NY","PG,G","","57","FA","30","PHI Tue 4:00PM","1,000,000","MIN","84.97",".467","2.6",".841","26.0","3.3","6.8","0.8","0.1","2.4"
"*05qt1*","Payton Pritchard","BOS","PG,G","","58","FA","28","@DET Tue 12:00PM","1,000,000","MIN","84.92",".464","2.7",".890","17.0","3.9","5.2","0.7","0.1","1.4"
"*05ujs*","Sandro Mamukelashvili","LAL","PF,F,C","","62","FA","27","","1,000,000","MIN","83.23",".523","1.4",".747","11.2","4.9","1.9","0.8","0.5","0.8"
"*05uup*","Jay Huff","IND","C","","68","FA","29","","1,000,000","MIN","81.98",".476","1.5",".828","9.5","4.0","1.5","0.5","1.9","0.9"
"*027p0*","Nikola Vucevic","ORL","C","","70","FA","35","","1,000,000","MIN","81.56",".493","1.6",".828","15.1","8.4","3.3","0.6","0.6","1.3"
"*0621c*","Jalen Duren","DET","C","","74","FA","22","BOS Tue 12:00PM","1,000,000","MIN","80.48",".650","0.0",".747","19.5","10.5","2.0","0.8","0.8","1.9"
"*03nwm*","Devin Booker","PHO","PG,SG,G,SF,F","","75","FA","29","","1,000,000","MIN","80.34",".456","1.9",".873","26.1","3.9","6.0","0.8","0.3","3.1"
"*05ujd*","Neemias Queta","BOS","C","","77","FA","27","@DET Tue 12:00PM","1,000,000","MIN","80.31",".653","0.0",".703","10.2","8.4","1.7","0.8","1.3","1.0"
"*06217*","Dyson Daniels","ATL","PG,SG,G,SF,F","","79","FA","23","","1,000,000","MIN","80.11",".517","0.3",".615","11.9","6.8","5.9","2.0","0.4","1.8"
"*005kc*","Russell Westbrook","(N/A)","PG,SG,G","","83","FA","37","","1,000,000","MIN","78.88",".427","2.0",".694","15.2","5.4","6.7","1.3","0.2","3.3"
"*04jwd*","Royce O'Neale","CHA","SF,PF,F","","86","FA","33","","1,000,000","MIN","78.6",".421","2.7",".711","9.8","4.8","2.7","1.1","0.4","1.3"
"*0621i*","Jake LaRavia","LAL","PF,F","","88","FA","24","","1,000,000","MIN","78.51",".459","1.0",".763","8.2","4.0","1.8","1.3","0.5","1.1"
"*03r7z*","Norman Powell","CHI","SG,G,SF,F","","89","FA","33","","1,000,000","MIN","78.13",".470","2.7",".827","21.7","3.5","2.5","1.1","0.2","1.9"
"*04qrj*","Jaren Jackson","UTA","PF,F,C","","90","FA","26","","1,000,000","MIN","77.94",".476","1.8",".803","19.4","5.7","2.0","1.1","1.4","2.2"
"*031mb*","Tim Hardaway","MIA","SG,G,SF,F","","96","FA","34","","1,000,000","MIN","77.34",".447","2.8",".811","13.5","2.6","1.4","0.5","0.1","0.5"
"*04ewk*","John Collins","DET","SF,PF,F,C","","97","FA","28","BOS Tue 12:00PM","1,000,000","MIN","77.31",".552","1.3",".766","13.6","5.3","1.0","0.9","0.7","1.4"
"*04s00*","Duncan Robinson","DET","SG,G,SF,F","","100","FA","32","BOS Tue 12:00PM","1,000,000","MIN","77.04",".456","2.9",".755","12.2","2.7","2.1","0.6","0.3","0.7"
"*027p4*","Tobias Harris","SA","PF,F","","101","FA","34","OKC Tue 6:30PM","1,000,000","MIN","76.98",".469","1.3",".866","13.3","5.1","2.5","0.9","0.4","1.0"
"*0621y*","Max Christie","DAL","SG,G,SF,F","","102","FA","23","","1,000,000","MIN","76.8",".441","2.3",".899","12.3","3.2","2.0","0.6","0.4","1.2"
"*06226*","Moussa Diabate","CHA","C","","111","FA","24","","1,000,000","MIN","75.58",".631","0.0",".659","7.9","8.7","1.9","0.8","1.0","1.0"
"*005ki*","Brook Lopez","LAC","C","","113","FA","38","","1,000,000","MIN","75.11",".428","1.5",".757","8.5","3.6","1.3","0.6","1.2","0.8"
"*04qry*","Grayson Allen","CHA","PG,SG,G,SF,F","","114","FA","30","","1,000,000","MIN","75.07",".403","3.1",".857","16.5","3.0","3.8","1.4","0.3","1.6"
"*06mlz*","Cam Spencer","MEM","PG,SG,G","","116","FA","26","","1,000,000","MIN","74.62",".473","2.0",".940","11.1","2.5","5.6","0.7","0.2","1.3"
"*05qtm*","Precious Achiuwa","SAC","PF,F,C","","118","FA","26","","1,000,000","MIN","74.52",".528","0.4",".554","10.1","6.7","1.4","0.9","0.7","0.9"
"*04ewm*","Jarrett Allen","CLE","C","","119","FA","28","","1,000,000","MIN","74.48",".638","0.0",".709","15.4","8.5","1.8","1.0","0.8","1.3"
"*0621t*","Peyton Watson","CLE","SG,G,SF,PF,F","","121","FA","23","","1,000,000","MIN","74.08",".491","1.5",".730","14.6","4.9","2.1","0.9","1.1","1.7"
"*02nf7*","Harrison Barnes","SA","SF,PF,F","","130","FA","34","OKC Tue 6:30PM","1,000,000","MIN","72.48",".456","1.8",".829","9.9","2.8","1.9","0.6","0.2","0.8"
"*049kd*","Deandre Ayton","WAS","C","","133","FA","28","","1,000,000","MIN","72.31",".671","0.0",".645","12.5","8.0","0.8","0.6","1.0","1.2"
"*05uio*","Moses Moody","GS","SG,G,SF,F","","135","FA","24","","1,000,000","MIN","72.03",".440","2.5",".770","12.1","3.3","1.6","1.0","0.6","0.9"
"*05uuq*","Jock Landale","ATL","C","","136","FA","30","","1,000,000","MIN","71.71",".515","1.1",".635","10.6","5.7","1.7","0.5","0.5","0.9"
"*05ux3*","Jordan Goodwin","PHO","PG,SG,G","","137","FA","27","","1,000,000","MIN","71.56",".413","1.6",".696","8.7","4.9","2.2","1.5","0.2","1.0"
"*02nfz*","Draymond Green","GS","PF,F,C","","138","FA","36","","1,000,000","MIN","71.55",".418","1.5",".702","8.4","5.5","5.5","0.9","0.6","2.7"
"*0621e*","Mark Williams","PHO","C","","141","FA","24","","1,000,000","MIN","71.4",".644","0.0",".771","11.7","8.0","1.0","0.9","0.9","1.1"
"*042n2*","Kris Dunn","LAC","PG,SG,G","","143","FA","32","","1,000,000","MIN","71.27",".476","1.0",".765","7.3","3.3","3.6","1.6","0.2","1.4"
"*04qrw*","Kevin Huerter","DET","SG,G,SF,F","","144","FA","28","BOS Tue 12:00PM","1,000,000","MIN","71.06",".451","1.4",".775","10.0","3.5","2.6","0.9","0.5","1.0"
"*031m2*","Giannis Antetokounmpo","MIA","PF,F,C","","146","FA","31","","1,000,000","MIN","70.64",".624","0.4",".650","27.6","9.8","5.4","0.9","0.7","3.2"
"*04qsj*","Bruce Brown","(N/A)","PG,SG,G","","148","FA","30","","1,000,000","MIN","70.44",".475","0.7",".762","7.9","3.9","2.1","1.0","0.2","1.1"
"*05uug*","Sam Hauser","BOS","SF,PF,F","","151","FA","28","@DET Tue 12:00PM","1,000,000","MIN","70.07",".419","2.5",".850","9.2","3.8","1.5","0.5","0.3","0.4"
"*05uud*","Justin Champagnie","WAS","SF,PF,F","","152","FA","25","","1,000,000","MIN","69.82",".502","0.8",".784","8.7","5.6","1.2","0.9","0.6","0.7"
"*0558v*","Javonte Green","DET","SG,G,SF,F","","153","FA","33","BOS Tue 12:00PM","1,000,000","MIN","69.67",".447","1.1",".840","6.9","2.8","0.7","1.2","0.3","0.5"
"*0621g*","Tari Eason","HOU","SF,PF,F","","154","FA","25","","1,000,000","MIN","69.53",".416","1.6",".776","10.4","6.3","1.5","1.2","0.5","1.4"
"*06216*","Shaedon Sharpe","POR","SG,G,SF,F","","155","FA","23","","1,000,000","MIN","69.46",".452","2.1",".787","20.8","4.3","2.6","1.4","0.1","2.9"
"*06215*","Bennedict Mathurin","NO","SG,G,SF,F","","156","FA","24","","1,000,000","MIN","69.4",".430","1.4",".869","17.6","5.4","2.4","0.8","0.2","2.2"
"*03al1*","Marcus Smart","HOU","PG,SG,G","","159","FA","32","","1,000,000","MIN","69.18",".395","1.6",".822","9.3","2.8","3.0","1.4","0.4","1.5"
"*05y9y*","Brandon Williams","GS","PG,G","","161","FA","26","","1,000,000","MIN","69.01",".472","0.5",".793","13.0","2.9","3.9","0.9","0.3","1.9"
"*04jwb*","Luke Kornet","SA","C","","164","FA","31","OKC Tue 6:30PM","1,000,000","MIN","68.64",".643","0.0",".825","6.5","6.1","1.9","0.5","1.0","0.4"
"*031m4*","Dennis Schroder","CHA","PG,SG,G","","167","FA","32","","1,000,000","MIN","68.23",".405","1.1",".834","10.8","2.7","4.9","0.8","0.2","1.8"
"*0621x*","Jaylin Williams","OKC","PF,F,C","","168","FA","24","@SA Tue 6:30PM","1,000,000","MIN","67.81",".423","1.5",".793","7.2","5.5","2.4","0.5","0.6","1.0"
"*0622i*","Gui Santos","GS","SF,PF,F","","169","FA","24","","1,000,000","MIN","67.75",".500","1.1",".725","9.2","3.9","2.3","0.9","0.3","1.5"
"*0626t*","Dominick Barlow","PHI","SF,PF,F,C","","170","FA","23","@NY Tue 4:00PM","1,000,000","MIN","67.63",".539","0.3",".718","7.7","4.8","1.2","0.9","0.7","0.8"
"*027pe*","Jimmy Butler","GS","SF,PF,F","","171","FA","36","","1,000,000","MIN","67.62",".519","0.8",".864","20.0","5.6","4.9","1.4","0.2","1.6"
"*06mmf*","Daniss Jenkins","DET","PG,G","","178","FA","25","BOS Tue 12:00PM","1,000,000","MIN","66.65",".408","1.0",".832","9.3","2.3","3.9","0.9","0.2","1.6"
"*051pi*","Daniel Gafford","DAL","C","","183","FA","27","","1,000,000","MIN","66",".655","0.0",".683","9.5","6.9","1.1","0.8","1.3","1.1"
"*0527l*","Luguentz Dort","ATL","SG,G,SF,PF,F","","184","FA","27","","1,000,000","MIN","65.92",".385","1.9",".759","8.3","3.6","1.2","0.9","0.4","0.8"
"*04ewd*","Luke Kennard","PHO","PG,SG,G","","186","FA","30","","1,000,000","MIN","65.69",".533","1.5",".913","8.4","2.3","2.2","0.7","0.1","0.8"
"*05qst*","Paul Reed","DET","C","","188","FA","27","BOS Tue 12:00PM","1,000,000","MIN","65.59",".617","0.2",".664","7.8","4.5","1.2","0.9","0.9","0.9"
"*049ki*","Marvin Bagley","DEN","PF,F,C","","189","FA","27","","1,000,000","MIN","65.35",".618","0.4",".660","10.4","6.1","1.4","0.5","0.7","1.0"
"*05qty*","Jalen Smith","CHI","PF,F,C","","192","FA","26","","1,000,000","MIN","65.02",".483","1.5",".742","10.2","6.7","1.2","0.5","0.8","1.0"
"*027ou*","Klay Thompson","MIA","SG,G,SF,F","","196","FA","36","","1,000,000","MIN","64.48",".393","2.9",".766","11.7","2.1","1.4","0.5","0.3","0.9"
"*05wqo*","Dru Smith","MIA","PG,SG,G","","200","FA","28","","1,000,000","MIN","63.76",".415","0.5",".829","5.6","2.5","2.6","1.4","0.3","0.8"
"*062pk*","Simone Fontecchio","MIA","SF,PF,F","","204","FA","30","","1,000,000","MIN","63.11",".412","1.8",".843","8.5","3.0","1.4","0.5","0.1","0.7"
"*05qsk*","Isaac Okoro","CHI","SG,G,SF,F","","205","FA","25","","1,000,000","MIN","62.98",".460","1.2",".795","9.3","2.7","1.6","0.7","0.5","0.7"
"*04qs1*","Anfernee Simons","PHI","PG,SG,G","","206","FA","27","@NY Tue 4:00PM","1,000,000","MIN","62.98",".440","2.7",".896","14.3","2.5","2.4","0.5","0.1","1.2"
"*05qtb*","Sam Merrill","CLE","SG,G,SF,F","","209","FA","30","","1,000,000","MIN","62.72",".461","3.0",".855","12.8","2.6","2.4","0.6","0.1","0.8"
"*05uik*","Ziaire Williams","LAL","SG,G,SF,F","","211","FA","24","","1,000,000","MIN","62.68",".425","1.5",".850","10.2","2.4","1.1","1.4","0.4","1.1"
"*05uj0*","Bones Hyland","MIN","PG,G","","212","FA","25","","1,000,000","MIN","62.58",".453","1.6",".780","8.5","1.8","2.6","0.6","0.2","1.0"
"*04qs4*","Robert Williams","POR","C","","216","FA","28","","1,000,000","MIN","62",".708","0.2",".596","6.7","7.0","1.0","0.6","1.5","0.8"
"*05ujq*","Luka Garza","BOS","C","","218","FA","27","@DET Tue 12:00PM","1,000,000","MIN","61.96",".577","0.8",".769","8.1","4.1","1.0","0.4","0.4","0.7"
"*051oo*","Jaxson Hayes","UTA","C","","220","FA","26","","1,000,000","MIN","61.71",".756","0.0",".653","7.5","4.1","0.9","0.4","0.8","0.5"
"*051oy*","Goga Bitadze","ORL","C","","221","FA","27","","1,000,000","MIN","61.15",".676","0.0",".711","5.9","5.0","1.3","0.6","1.0","0.7"
"*048zt*","Derrick Jones","LAC","SF,PF,F","","222","FA","29","","1,000,000","MIN","61.01",".499","1.1",".763","10.1","3.5","1.4","0.9","1.0","0.8"
"*03el5*","Kristaps Porzingis","GS","PF,F,C","","230","FA","31","","1,000,000","MIN","60.49",".446","1.7",".842","16.7","5.2","2.5","0.6","1.2","1.3"
"*051ot*","Tyler Herro","MIL","PG,SG,G","","231","FA","26","","1,000,000","MIN","60.47",".480","2.5",".917","20.5","4.8","4.1","0.7","0.4","1.9"
"*06ccw*","Jordan Miller","LAC","SF,F","","232","FA","26","","1,000,000","MIN","60.41",".531","0.6",".777","10.0","3.0","2.3","0.8","0.2","1.1"
"*03al0*","Aaron Gordon","DEN","PF,F,C","","233","FA","30","","1,000,000","MIN","60.16",".497","1.7",".767","16.2","5.8","2.7","0.6","0.3","1.1"
"*05qtk*","Vit Krejci","POR","PG,SG,G,SF,F","","235","FA","26","","1,000,000","MIN","59.98",".448","2.0",".745","8.5","2.3","1.5","0.7","0.3","0.6"
"*043cj*","Gary Payton II","GS","PG,SG,G","","236","FA","33","","1,000,000","MIN","59.37",".583","0.5",".650","7.5","3.6","1.7","0.9","0.3","0.8"
"*027oo*","Jonas Valanciunas","(N/A)","C","","238","FA","34","","1,000,000","MIN","59.01",".582","0.1",".772","8.7","5.1","1.2","0.2","0.6","1.1"
"*042n6*","Jakob Poeltl","TOR","C","","240","FA","30","","1,000,000","MIN","58.74",".700","0.0",".602","10.7","7.0","2.0","0.9","0.7","1.2"
"*000zv*","Al Horford","GS","PF,F,C","","241","FA","40","","1,000,000","MIN","58.66",".426","1.6",".846","8.3","4.9","2.6","0.7","1.1","0.9"
"*042nf*","Caris LeVert","MIL","SG,G,SF,F","","244","FA","32","","1,000,000","MIN","57.77",".417","1.0",".679","7.4","1.9","2.6","0.8","0.7","1.4"
"*05293*","John Konchar","(N/A)","SG,G","","245","FA","30","","1,000,000","MIN","57.64",".472","0.5",".727","4.4","4.3","2.1","1.5","0.7","0.6"
"*06cc0*","Taylor Hendricks","MEM","SF,PF,F,C","","246","FA","22","","1,000,000","MIN","57.53",".459","1.1",".681","7.4","3.7","0.9","0.8","0.5","0.8"
"*0621b*","Jalen Williams","OKC","SG,G,SF,PF,F","","247","FA","25","@SA Tue 6:30PM","1,000,000","MIN","57.48",".484","0.7",".837","17.1","4.6","5.5","1.2","0.3","1.9"
"*051ok*","De'Andre Hunter","SAC","SF,PF,F","","249","FA","28","","1,000,000","MIN","57.07",".415","1.7",".867","13.7","4.1","2.0","0.7","0.1","1.7"
"*06v8p*","Will Richard","GS","SG,G","","250","FA","23","","1,000,000","MIN","57.03",".468","1.0",".852","6.4","2.5","1.3","1.2","0.1","0.8"
"*06cc9*","Olivier-Maxence Prosper","MEM","PF,F","","252","FA","24","","1,000,000","MIN","56.65",".549","1.1",".754","10.0","3.5","1.0","0.8","0.2","0.9"
"*05wqp*","Micah Potter","POR","PF,F,C","","254","FA","28","","1,000,000","MIN","56.51",".515","1.5",".842","9.7","5.0","1.5","0.5","0.3","1.0"
"*06cd1*","Jordan Walsh","BOS","PF,F","","255","FA","22","@DET Tue 12:00PM","1,000,000","MIN","56.48",".509","0.7",".772","5.4","4.0","0.8","0.7","0.5","0.5"
"*03e6s*","Clint Capela","HOU","C","","258","FA","32","","1,000,000","MIN","55.87",".520","0.0",".577","3.8","4.6","0.7","0.5","0.8","0.5"
"*0633h*","Pat Spencer","PHO","PG,G","","260","FA","30","","1,000,000","MIN","54.95",".427","0.9",".772","7.2","2.4","3.5","0.7","0.1","1.3"
"*03byk*","Jordan Clarkson","NY","SG,G,SF,F","","262","FA","34","PHI Tue 4:00PM","1,000,000","MIN","54.83",".451","1.0",".830","8.6","1.8","1.3","0.4","0.1","0.9"
"*03wr4*","T.J. McConnell","IND","PG,G","","264","FA","34","","1,000,000","MIN","54.4",".538","0.3",".862","9.4","2.2","5.1","1.0","0.2","1.1"
"*06cel*","Sidy Cissoko","POR","SF,F","","266","FA","22","","1,000,000","MIN","54.34",".398","0.8",".659","5.1","2.2","1.5","0.7","0.3","0.9"
"*04qrx*","Josh Okogie","UTA","SG,G,SF,F","","270","FA","28","","1,000,000","MIN","53.86",".425","0.8",".594","4.5","2.6","0.9","0.8","0.2","0.5"
"*05uip*","Corey Kispert","ATL","SG,G,SF,PF,F","","273","FA","27","","1,000,000","MIN","53.64",".467","1.5",".794","9.2","2.3","1.6","0.3","0.2","0.8"
"*06prl*","Nae'Qwan Tomlin","CLE","PF,F","","275","FA","25","","1,000,000","MIN","53.38",".478","0.4",".770","5.8","2.9","0.8","0.6","0.5","0.5"
"*06nv9*","Spencer Jones","DEN","SF,PF,F","","276","FA","25","","1,000,000","MIN","53.26",".504","0.9",".608","5.5","3.3","0.8","0.8","0.5","0.5"
"*03xmt*","Guerschon Yabusele","(N/A)","PF,F,C","","278","FA","30","","1,000,000","MIN","53.14",".401","1.0",".750","5.6","3.5","0.9","0.4","0.2","0.6"
"*06y2o*","Dylan Cardwell","SAC","PF,F,C","","279","FA","24","","1,000,000","MIN","52.86",".587","0.0",".510","5.4","7.5","1.4","0.7","1.5","0.9"
"*031lv*","Kentavious Caldwell-Pope","PHI","SG,G,SF,F","","280","FA","33","@NY Tue 4:00PM","1,000,000","MIN","52.84",".410","1.1",".912","8.4","2.5","2.7","0.8","0.2","1.2"
"*04qs3*","Landry Shamet","NY","SG,G","","281","FA","29","PHI Tue 4:00PM","1,000,000","MIN","52.39",".437","2.0",".711","9.3","1.8","1.4","0.6","0.2","0.6"
"*05uic*","Jalen Green","PHO","PG,SG,G","","283","FA","24","","1,000,000","MIN","51.98",".422","2.2",".747","17.8","3.6","2.8","1.1","0.3","2.3"
"*0621a*","Ousmane Dieng","MIL","PF,F,C","","285","FA","23","","1,000,000","MIN","51.86",".422","1.1",".711","7.6","3.2","2.4","0.4","0.3","1.3"
"*02nf1*","Anthony Davis","WAS","PF,F,C","","286","FA","33","","1,000,000","MIN","51.81",".506","0.5",".728","20.4","11.1","2.8","1.1","1.6","2.0"
"*04qsi*","Jarred Vanderbilt","LAL","PF,F","","287","FA","27","","1,000,000","MIN","51.54",".471","0.4",".589","4.4","4.5","1.3","0.8","0.3","0.9"
"*064tp*","Quenton Jackson","IND","PG,G","","289","FA","27","","1,000,000","MIN","51.3",".470","0.9",".824","9.1","2.3","2.9","0.6","0.1","1.3"
"*06ca5*","Kris Murray","MEM","SF,F","","290","FA","26","","1,000,000","MIN","51.19",".467","0.6",".684","5.8","3.6","1.4","0.9","0.4","0.8"
"*04ex5*","Thomas Bryant","CLE","C","","291","FA","29","","1,000,000","MIN","50.93",".506","0.8",".803","6.2","3.4","0.6","0.3","0.4","0.5"
"*05uih*","Jonathan Kuminga","MIN","PF,F,C","","294","FA","23","","1,000,000","MIN","50.8",".463","1.0",".724","12.2","5.6","2.3","0.6","0.3","1.9"
"*005l0*","Nicolas Batum","(N/A)","PF,F","","297","FA","37","","1,000,000","MIN","49.76",".403","1.2",".818","4.0","2.5","0.9","0.6","0.3","0.5"
"*04qsn*","Svi Mykhailiuk","UTA","SF,F","","298","FA","29","","1,000,000","MIN","49.52",".478","2.0",".893","9.4","2.5","1.9","0.5","0.1","0.8"
"*0621q*","Nikola Jovic","MIA","PF,F,C","","300","FA","23","","1,000,000","MIN","49.2",".366","1.0",".683","7.3","3.3","2.2","0.6","0.4","1.4"
"*03aq3*","Kyle Anderson","TOR","SF,PF,F","","301","FA","32","","1,000,000","MIN","49.13",".530","0.1",".706","6.2","3.5","2.9","1.0","0.6","0.9"
"*05uj1*","Cameron Thomas","(N/A)","SG,G,SF,F","","302","FA","24","","1,000,000","MIN","49",".410","1.2",".811","13.5","1.7","2.6","0.2","0.1","1.8"
"*05ujw*","Jericho Sims","MIL","C","","303","FA","27","","1,000,000","MIN","48.77",".784","0.0",".620","5.0","5.5","1.6","0.3","0.3","1.1"
"*06cd2*","Rayan Rupert","PHI","SG,G","","304","FA","22","@NY Tue 4:00PM","1,000,000","MIN","48.65",".393","0.7",".778","5.2","2.9","1.1","0.9","0.1","0.9"
"*05uuv*","Trendon Watford","NO","PG,SG,G,PF,F","","306","FA","25","","1,000,000","MIN","48.21",".515","0.2",".779","6.5","3.3","2.5","0.3","0.4","1.2"
"*03e79*","Dwight Powell","(N/A)","C","","307","FA","35","","1,000,000","MIN","48.16",".644","0.0",".696","3.3","4.1","1.1","0.5","0.3","0.7"
"*06220*","Jaden Hardy","LAL","PG,SG,G","","308","FA","24","","1,000,000","MIN","48.1",".424","1.8",".733","9.2","1.5","1.0","0.3","0.1","1.1"
"*0015e*","Mike Conley","BOS","PG,G","","309","FA","38","@DET Tue 12:00PM","1,000,000","MIN","48.09",".335","1.0",".900","4.5","1.7","2.9","0.6","0.3","0.6"
"*06ca2*","Kobe Brown","IND","PF,F","","310","FA","26","","1,000,000","MIN","47.98",".469","0.9",".797","5.8","3.0","1.3","0.4","0.2","0.9"
"*04t8w*","Kenrich Williams","OKC","PF,F","","314","FA","31","@SA Tue 6:30PM","1,000,000","MIN","47.59",".473","0.9",".635","6.5","3.3","1.4","0.6","0.1","0.8"
"*06213*","Keegan Murray","SAC","SF,PF,F","","316","FA","26","","1,000,000","MIN","47.3",".420","1.3",".776","14.0","5.7","1.7","1.0","1.6","1.2"
"*042n3*","Buddy Hield","ATL","PG,SG,G,SF,F","","317","FA","33","","1,000,000","MIN","47.23",".437","1.5",".811","7.6","2.3","1.4","0.8","0.2","0.9"
"*05qv9*","Anthony Gill","(N/A)","PF,F","","319","FA","33","","1,000,000","MIN","46.47",".628","0.3",".739","5.8","2.9","1.3","0.6","0.4","0.7"
"*06223*","Bryce McGowens","NO","SG,G","","321","FA","23","","1,000,000","MIN","46.2",".481","0.9",".779","8.1","2.1","1.5","0.6","0.2","0.4"
"*04qs9*","Jevon Carter","ORL","PG,G","","324","FA","30","","1,000,000","MIN","45.6",".401","1.5",".789","6.4","1.7","1.6","0.8","0.2","0.7"
"*06cdc*","Jalen Wilson","ATL","SF,PF,F","","326","FA","25","","1,000,000","MIN","45.2",".396","1.0",".719","6.4","2.1","0.9","0.4","0.0","0.7"
"*005kd*","Kevin Love","(N/A)","PF,F,C","","327","FA","37","","1,000,000","MIN","45",".397","1.4",".841","6.7","5.8","1.8","0.4","0.2","0.8"
"*06cd9*","Jaylen Clark","MIN","SG,G,SF,F","","328","FA","24","","1,000,000","MIN","44.67",".434","0.5",".657","4.0","1.8","0.6","0.7","0.1","0.3"
"*06cei*","Leonard Miller","CHI","SF,F","","329","FA","22","","1,000,000","MIN","44.34",".553","0.7",".736","7.8","3.9","0.9","0.4","0.3","0.8"
"*051p2*","Grant Williams","CHA","PF,F","","330","FA","27","","1,000,000","MIN","44.29",".426","1.4",".815","7.0","3.9","1.6","0.5","0.5","0.9"
"*05qtd*","Nick Richards","MIA","C","","332","FA","28","","1,000,000","MIN","44.21",".512","0.1",".644","5.8","5.1","0.3","0.2","0.7","1.2"
"*042n7*","Domantas Sabonis","SAC","PF,F,C","","334","FA","30","","1,000,000","MIN","44.08",".543","0.3",".727","15.8","11.4","4.1","0.9","0.2","2.7"
"*031lz*","Steven Adams","HOU","C","","335","FA","33","","1,000,000","MIN","43.93",".504","0.0",".580","5.8","8.6","1.5","0.7","0.6","1.1"
"*064q6*","Daeqwon Plowden","SAC","SG,G,SF,F","","336","FA","28","","1,000,000","MIN","43.85",".430","1.9",".857","10.8","3.0","1.3","0.7","0.2","0.8"
"*0621d*","Ochai Agbaji","(N/A)","SG,G,SF,F","","337","FA","26","","1,000,000","MIN","43.44",".436","0.5",".837","5.1","2.3","0.8","0.4","0.3","0.5"
"*07215*","Moussa Cisse","DAL","C","","339","FA","23","","1,000,000","MIN","43.09",".574","0.0",".469","4.5","5.7","0.2","0.5","1.2","0.8"
"*06214*","Jaden Ivey","(N/A)","SG,G","","341","FA","24","","1,000,000","MIN","42.85",".445","1.4",".809","8.5","2.5","1.8","0.6","0.4","1.1"
"*05ujm*","Sharife Cooper","(N/A)","PG,G","","343","FA","25","","1,000,000","MIN","41.6",".514","0.7",".833","8.1","2.1","3.0","0.4","0.1","1.5"
"*06cc6*","Jett Howard","DAL","SF,F","","344","FA","22","","1,000,000","MIN","41.44",".418","1.0",".949","5.5","1.6","0.8","0.2","0.2","0.3"
"*04qs0*","Aaron Holiday","(N/A)","PG,G","","347","FA","29","","1,000,000","MIN","41.04",".417","1.2",".854","5.5","1.0","1.1","0.5","0.1","0.7"
"*0622e*","Tyrese Martin","PHI","SG,G","","348","FA","27","@NY Tue 4:00PM","1,000,000","MIN","40.98",".394","1.2",".679","6.3","2.5","1.7","0.5","0.1","0.9"
"*0623l*","Jamaree Bouyea","PHO","PG,G","","349","FA","27","","1,000,000","MIN","40.8",".458","0.5",".686","5.7","1.8","1.8","0.6","0.3","0.7"
"*03ad0*","Tyus Jones","DEN","PG,G","","350","FA","30","","1,000,000","MIN","40.66",".349","0.6",".778","3.0","1.1","2.4","0.6","0.0","0.4"
"*05qti*","Josh Green","UTA","SG,G,SF,F","","352","FA","25","","1,000,000","MIN","40.44",".459","1.0",".893","4.3","1.8","0.8","0.6","0.1","0.6"
